MT_iCHOv1_final,MT_iHsa,MT_iMM1415,MT_iRno,MT_recon_1,MT_recon_2_2_entrez
100765757,515,13885,306540,55902,4047
100768321,5152,20397,306544,55902,4048
100764001,51520,241159,306574,55907,4056
100757101,51540,23956,306582,55967,4121
100766809,51547,20454,306586,56052,10905
100768457,51548,56632,306672,5625,11253
103163474,51557,58994,306804,56301,4124
103161269,51559,208449,306808,5631,4122
100756540,51573,268512,306840,5634,4125
100767351,516,243755,306860,56474,4123
100764866,5160,20652,306879,56474,4126
100772782,51601,20810,306950,56548,4128
103158861,51604,20655,307050,56606,4129
100756118,51606,20657,307092,56606,4143
100759281,5161,20656,307212,56623,4144
100755207,51611,20751,307270,56848,27430
100767292,5162,20603,307491,56894,56922
100764018,5163,20775,307492,56894,64087
100762701,5164,14137,307527,56895,4166
100761465,5165,78925,307660,56913,4190
100759549,51651,94224,307759,56922,4191
100766959,5166,11298,307811,56953,4199
100761903,51660,21743,307838,56994,4200
100756398,5167,15567,307848,570,10873
100763079,5168,54613,307852,57026,8972
100772471,5169,20446,307858,57030,4245
100751499,51699,26938,307859,57084,4247
100758725,517,20447,308028,57127,4248
100758878,51700,50935,308069,57134,11320
100768660,51702,20449,308100,57171,11282
100769017,51703,225742,308440,57194,4249
100767657,51706,66945,308445,5723,10724
100750822,5172,66925,308451,5728,4257
100759002,51727,66052,308569,57282,4258
100762374,51728,67680,308576,5730,4259
100763175,51733,211389,308579,57379,4284
100766032,51742,21351,308586,5740,410
100766805,51763,21366,308589,57419,411
100768142,518,76355,308652,5742,23417
100771461,51805,13180,308701,5743,4329
100765588,51816,18115,308757,57468,4351
100774773,5198,105663,308800,57665,4353
3979182,52,116914,308868,57678,4357
100689328,5207,208967,308873,57733,427
100754444,5208,20502,308909,57818,9429
100775032,5209,74419,308993,57835,4507
100764988,521,21881,309004,57835,4512
100766611,5210,83553,309008,57835.3,4513
100760870,5211,29807,309014,57835.4,4514
100750797,5213,72962,309051,5805,4519
100755602,5214,22171,309070,5831,4522
100770579,522,192289,309103,5831,10797
100770644,5223,21991,309111,5832,4524
100773563,5224,286016,309131,5833,10588
100767451,5226,50493,309147,5834,8776
100772543,523,232223,309150,5836,8898
100757306,5230,26462,309207,5837,8897
100762893,5232,212974,309262,58508,4535
100754039,5236,58866,309275,58508,4536
100774095,5238,21990,309301,58510,4537
100757431,5239,216343,309312,586,4538
100762129,5244,56720,309419,5860,435
100757916,525,21391,309434,587,4539
100765445,5250,21823,309449,593,4540
100754222,5255,22178,309465,594,4541
100752642,5256,74246,309512,594,4548
100759795,5257,107652,309513,5959,438
100754681,526,66248,309525,5973,4594
100689361,5260,22232,309527,6005,4597
100757245,5261,22235,309596,60386,440
100757242,5264,242585,309646,60482,4598
100761076,527,58246,309656,60490,443
100754223,5277,70484,309680,60559,445
100768067,5279,229782,309681,6120,4668
100761333,528,67883,309732,6120,4669
100773999,5281,16770,309757,6184,3340
100770445,5283,22234,309812,6185,8509
100751523,5286,100559,309854,622,9348
100766693,5287,22276,309855,622,4694
100755890,5288,22275,310011,622.3,4705
100766880,5289,243537,310155,6240,4695
100766442,529,27411,310218,6241,4696
100765100,5290,108052,310288,6303,4697
3979183,5291,22436,310326,6307,4698
3979184,5293,102448,310378,6309,4700
3979190,5294,233781,310392,6319,4701
3979179,5297,217119,310399,6342,4702
3979178,5298,67880,310467,635,4704
3979180,53,,310506,6389,4706
3979181,5305,,310508,6390,4707
100769185,5313,,310611,6391,4716
100756805,5315,,310625,63917,4708
100758120,5319,,310645,6392,4709
100750675,5320,,310664,64064,4710
100689469,5321,,310667,64078,4711
100763866,5322,,310672,64080,4712
100770090,533,,310685,64087,4713
100761029,5330,,310732,64131,4714
100767893,5331,,310773,64132,4715
100759137,5332,,310801,644,4717
100759532,5333,,310803,6448,4718
100762399,53343,,310808,645,4719
100772462,5335,,310812,64579,4720
100774058,53354,,310848,64600,4722
100754020,5336,,310849,6470,4724
100760443,5337,,310856,6470,4725
100771073,5338,,310864,64711,4726
100762187,534,,310903,6472,374291
100768251,5346,,310935,6476,4728
100766626,535,,311114,64772,4723
100764101,5351,,311168,64781,4729
100764482,5352,,311204,64781,4731
100771311,53630,,311215,6480,4758
100750993,5365,,311341,6480,4759
100774221,5372,,311355,6480.3,4830
100752127,5373,,311368,64802,4831
100758089,539,,311387,64816,4832
100770125,53905,,311422,64816,4833
100775017,53919,,311446,64816.3,4837
100766318,53947,,311487,6482,23530
100767001,54,,311530,6482,4846
100769016,54020,,311569,6483,4860
100767063,5406,,311617,6484,29881
100772306,5407,,311651,64841,28
100753288,5408,,311821,64849,471
100769186,5409,,311833,64849,4881
100757350,54107,,311839,64850,4882
100770033,54187,,311844,6487,476
100755105,5422,,311847,6487,26
100759542,5423,,311849,64871,477
100755955,5424,,311864,6487,478
100765147,5425,,311865,6487.3,4905
100758396,5426,,312086,6487.4,4907
100755431,5427,,312113,6487.5,22978
100757558,5428,,312192,6487.6,481
100769821,5429,,312272,6487.7,318
100771070,5430,,312373,6487.8,482
100761742,5431,,312488,6487.9,11164
100759157,5432,,312495,6489,53343
100760212,5433,,312616,64902,483
100760504,5434,,312634,65010,23439
100754111,54344,,312806,65010,4942
100754402,5435,,312826,65010.3,4952
100773211,5436,,312828,6505,4953
100761491,54363,,312913,6506,4967
100772925,5437,,312952,6507,490
100771448,5438,,312981,6508,26873
100755392,5439,,313047,6508,491
100773805,5440,,313131,6509,492
100768126,54407,,313139,6510,493
100763494,5441,,313210,6511,495
100751162,54414,,313231,6512,30
100762279,5442,,313245,6513,496
100755903,5444,,313339,6514,498
100752620,5445,,313341,6515,10449
100774847,5446,,313373,6517,506
100754895,5447,,313375,6518,509
100751960,54480,,313429,6519,513
100754371,54490,,313481,6520,514
100753198,54495,,313495,6521,31
100769680,54498,,313536,6522,515
103159960,54511,,313560,65220,516
100770431,54545,,313564,6523,517
100763024,54575,,313574,6524,518
100760824,54576,,313611,6526,10476
100766108,54625,,313648,65263,521
103162776,5464,,313689,6528,522
3979188,54658,,313706,6529,9551
100774535,54675,,313744,6530,9390
100772366,54677,,313837,6531,32
100771114,54682,,313843,6532,539
100752739,54704,,313977,6533,523
100754380,5471,,313997,6534,5009
100771541,54716,,314004,6535,5019
100766302,5476,,314140,6536,525
103160361,54802,,314196,6536,526
100757815,54857,,314264,6537,5033
100769978,548596,,314304,6538,8974
100756936,54872,,314312,6539,5034
3979187,54898,,314360,6540,527
100759026,549,,314396,6541,528
103158536,54928,,314416,6542,529
100753128,54938,,314417,6543,5048
100763073,54947,,314438,6546,5049
100767060,54956,,314441,6547,5050
100750995,54963,,314442,6547,5051
100756680,54965,,314553,6547.3,5053
100774015,5498,,314614,6547.4,10606
100774578,54981,,314637,6547.5,53354
100759566,54988,,314641,6547.6,9061
100766212,5499,,314694,6548,9060
100768097,54995,,314800,6549,533
100689330,55,,314999,6550,534
100766505,5500,,315085,6553,8992
100760000,5501,,315150,6554,5091
100753186,55039,,315165,6555,9550
100761974,55066,,315173,6557,5092
100758117,5507,,315212,6558,535
100762575,55089,,315219,6559,5095
100770679,55093,,315222,6560,5096
100767837,55117,,315311,6561,50617
100752768,55149,,315326,6563,27034
100765665,55157,,315422,6565,5105
100689060,55163,,315439,6566,5106
100771907,55190,,315550,6567,5130
100771278,55191,,315644,6568,9468
100750895,55209,,315722,6569,5833
100758991,55217,,315760,6570,501
100770598,55224,,315763,6571,10846
100770348,55229,,315807,6572,50940
100753315,55244,,315851,6573,5136
100752849,55256,,315939,6573,5153
100766370,55268,,315973,6574,5137
100760506,55276,,316003,6575,5138
100768176,55277,,316033,6576,5139
100751755,55293,,316067,6578,5140
100758278,55300,,316077,6579,5141
100689450,55301,,316122,6580,5142
100769239,55304,,316130,6581,5143
100750727,55312,,316235,6582,5144
100760459,55315,,316265,6582,8654
100756687,55326,,316304,6583,5145
100754567,55331,,316325,6584,5158
100760225,55343,,316328,65985,5146
100689232,55349,,316342,66002,5147
100756438,55356,,316376,66035,5148
100774047,55361,,316400,6611,5149
100754784,5538,,316403,6646,5150
100774121,55454,,316421,6647,27115
100760467,5550,,316424,6648,5151
100750801,55500,,316444,6649,8622
100750762,55501,,316457,6652,5152
100763715,55512,,316519,6675,33
100756785,55529,,316533,669,5160
100760987,55577,,316559,669,5161
100756998,55586,,316583,6697,5162
100689396,55613,,316737,6713,5172
100762480,55621,,317170,6715,8566
100772204,55627,,317237,6716,10400
100764885,55630,,317296,6718,5184
100751442,55650,,317444,6723,5198
100752172,5566,,317576,6783,5207
100754659,55662,,317675,6785,5208
100689322,5567,,353229,6799,5209
100761558,55676,,353252,6799,5210
100767124,5568,,353255,6817,5211
100757239,55683,,353304,6817,5213
100772187,55687,,353307,6817.3,5214
100752334,55699,,353317,6817.4,5223
100751299,55703,,353498,6817.5,5224
100751791,55711,,360268,6818,5226
100764118,55718,,360348,6818,5230
100770439,55748,,360417,6818.3,5232
100769222,55750,,360420,6820,34
100769920,55753,,360426,6820,549
100771700,55768,,360462,6821,25796
100689028,55790,,360475,6822,5236
100756632,55808,,360476,6839,55276
100769495,55811,,360511,686,5238
100754883,55825,,360518,6888,283871
100757898,55867,,360526,6898,5251
100761578,5587,,360539,6916,26227
100771169,55891,,360547,6999,5264
100752856,55902,,360629,7001,27124
100758414,55907,,360630,7001,5277
100758144,56052,,360670,7001.3,5279
100753078,5625,,360719,7054,5281
100763190,56261,,360722,7054,5283
100769105,56267,,360816,7054.3,10026
100764152,56301,,360833,7083,9487
100752219,5631,,360843,7084,23556
100774575,56339,,360904,7086,5286
100689022,5634,,360955,7108,5287
100754097,56474,,360975,7166,5288
100752441,56548,,360992,7167,5289
100773218,56603,,361014,7173,5290
100757944,56606,,361020,7173,5291
100766192,56623,,361035,7173.3,5293
100689036,56624,,361042,7173.4,5294
100766128,56655,,361046,7173.5,5295
100755485,56829,,361063,7263,5296
100761133,56848,,361070,7264,8503
100689210,56894,,361071,7296,5297
100755964,56895,,361076,7296,5298
100764682,56898,,361094,7296.3,8394
100757135,56903,,361102,7296.4,8395
100689325,56910,,361165,7298,23396
100689446,56913,,361174,7299,5305
100754017,56922,,361184,7306,8396
100771256,56953,,361213,7350,23761
100689382,56954,,361215,7351,35
100767191,56965,,361244,7352,5313
100689348,56985,,361245,7352,5315
100751671,56994,,361274,7355,8399
100770628,570,,361338,7357,5319
100769788,57016,,361365,7358,5320
100752709,57026,,361377,7359,26279
100772279,57030,,361378,7360,5321
100752019,57038,,361401,7360,100137049
100750530,57084,,361433,7363,5322
100759948,57094,,361443,7364,8398
100689202,57097,,361450,7367,7941
100774486,57103,,361467,7371,5330
100760149,57104,,361472,7372,5331
100757019,57107,,361523,7378,5332
100773912,57115,,361527,7378,5333
100756172,57127,,361532,7381,113026
100763319,57134,,361538,7384,84812
100765715,57153,,361596,7385,5334
100772931,57171,,361602,7386,5335
100689436,57176,,361612,7388,5336
100758075,57181,,361631,7389,5337
100765304,5723,,361632,7390,5338
100769585,5728,,361637,7498,5351
100753200,57282,,361638,759,5352
100763802,5730,,361640,760,8985
100769768,57379,,361641,761,36
100762427,5740,,361651,762,5372
100752461,57406,,361663,763,5373
100755180,57412,,361676,766,10654
100767310,57419,,361698,766,5406
100763110,5742,,361722,768,5407
100765413,5743,,361730,771,5409
100772205,57468,,361755,771,8706
100765901,57486,,361767,7841,8705
100765703,57505,,361784,788,37
100753889,57519,,361802,790,10317
100757819,57546,,361819,79053,5446
100762235,57571,,361836,79053,5447
100774684,57595,,361878,79053.3,27087
100756872,57657,,361884,79087,135152
100773727,57678,,361895,7915,8501
100766725,57704,,361986,7915,5464
100750866,57733,,362013,79178,8611
100754260,57786,,362015,7923,8613
100763658,57804,,362029,79369,26229
100760550,57818,,362031,7941,8612
100689398,57834,,362035,79586,5471
100758893,57835,,362039,79623,2683
100752366,5805,,362061,79646,8704
100752668,5810,,362113,79695,5476
100764266,5825,,362145,79717,8703
100753498,5831,,362188,79723,9334
100769559,5832,,362219,79751,5498
100752960,5833,,362228,79813,9331
100764014,5834,,362261,79814,38
100682529,5836,,362275,79837,11285
100689076,5837,,362282,79896,570
100764596,58478,,362322,79901,5538
100770744,58488,,362329,7991,9374
100756246,58497,,362343,7991,5052
100764352,58510,,362368,80025,7001
100767908,5859,,362383,80025,10935
100763416,586,,362385,80025.3,39
100689098,5860,,362403,80025.4,9529
100755639,587,,362404,80025.5,5625
100767553,5883,,362434,80055,5631
100770527,590,,362474,80068,221823
100761494,5917,,362490,80142,5634
100763022,59272,,362540,80142,9197
100765277,593,,362547,80142.3,5723
100774930,59344,,362586,80142.4,9791
100755696,594,,362590,80146,5728
100771407,5947,,362605,80150,5730
100751670,5948,,362607,80162,9536
100758081,5949,,362625,80168,5740
100764399,5959,,362638,80201,5742
100754688,5973,,362657,80235,5743
100771233,5980,,362702,80270,8424
100767696,5985,,362704,80271,5805
100768410,6005,,362706,80308,5831
100758127,6011,,362713,80308,5832
100760062,6017,,362720,8034,5834
100769961,60386,,362756,80347,5836
100761890,60481,,362757,8050,5837
100756786,60482,,362782,80704,5860
100771896,60487,,362792,80724,23475
100689275,60490,,362802,80854,586
100758269,60495,,362809,81031,587
100771266,60496,,362812,8140,593
100758970,6051,,362850,81490,594
100682535,60559,,362858,81537,5947
100773493,606495,,362861,81539,5948
100750352,6120,,362865,81579,5950
100774853,6121,,362866,8170,5959
100774878,6184,,362914,81849,5973
100753308,6185,,362924,8228,1738
100758749,622,,362955,8277,594
100762618,6240,,362976,8288,
100756894,6241,,363024,8309,
100751501,6296,,363040,8310,
100762127,6301,,363045,83549,
100754270,6303,,363061,83697,
100774394,6307,,363069,83733,
100774660,6309,,363073,83852,
100753184,6319,,363085,83884,
100689449,635,,363103,8394,
100774376,6382,,363109,8395,
100754031,63826,,363110,8396,
100759620,6389,,363115,8396,
100763459,63891,,363118,8398,
100760460,6390,,363145,8398,
100754217,6391,,363159,8399,
100752475,6392,,363172,84002,
100770957,64064,,363229,8402,
100760134,64077,,363259,84076,
100769697,64078,,363261,84129,
100772560,64080,,363285,8424,
100751872,64087,,363331,84264,
100760731,64116,,363464,84264,
100769053,64122,,363469,8443,
100751509,64131,,363494,84444,
100757729,64132,,363513,84532,
100752314,641371,,363516,84649,
100766343,641372,,363517,84679,
100768962,64146,,363518,84693,
100767777,641649,,363545,847,
100760956,64174,,363618,84701,
100764967,64180,,363629,84706,
100752663,64240,,363633,84720,
100756130,64241,,363644,84720,
100765051,643853,,363675,84735,
100774066,644,,363985,84812,
100751161,64419,,364032,84889,
100761121,64425,,364064,84912,
100751427,6448,,364070,84920,
100768258,64499,,364134,8501,
100774799,645,,364224,8503,
100754838,64577,,364298,8509,
100771284,64579,,364476,8513,
100765292,645840,,364629,8525,
100760320,64600,,364675,8525,
100764834,646480,,364745,8525.3,
100689192,646486,,364834,8526,
100754706,646625,,364901,8527,
100768542,6470,,364975,8527,
100689344,64711,,364976,8528,
100764351,64714,,364994,8528,
100762444,6472,,365096,8529,
100768444,64748,,365314,8534,
100754276,6476,,365345,85365,
100767923,64761,,365382,85365,
100763947,64768,,365398,8540,
100760127,64772,,365583,8560,
100689031,64781,,365592,8560,
100767827,6480,,365652,8564,
100758724,64802,,365668,8566,
100752522,64816,,365699,8574,
100757472,6482,,365865,8604,
100753284,6483,,365962,8608,
100762944,64834,,365972,8611,
100750577,6484,,365984,8611,
100769825,64841,,365985,8612,
100755205,64849,,366064,8613,
100756588,64850,,366065,8622,
100770013,64852,,366189,8639,
100760747,6487,,366196,8647,
100759670,6489,,366251,8654,
100764868,64895,,366277,8654,
100764066,649,,366432,8654.3,
100753233,64900,,366441,8659,
100762189,64902,,366463,8659,
100758693,65010,,366473,8671,
100761411,6505,,366478,8693,
100767807,6506,,366508,8694,
100760751,6507,,366545,8703,
100755202,6508,,366697,8704,
100761712,6509,,366791,8704,
100769679,6510,,366894,8705,
100689054,6511,,366959,8706,
100689093,6512,,366984,8706,
100689468,6513,,367083,8706.3,
100765199,6514,,367112,8706.4,
100763471,6515,,367145,8714,
100752162,6517,,367146,8714,
100753910,6518,,367166,8714.3,
100756356,6519,,367196,873,
100762939,6520,,367214,8733,
100763844,6521,,367252,875,
,6522,,367323,8760,
,65220,,367384,8781,
,6523,,367415,8789,
,6524,,367562,8790,
,6526,,367745,8801,
,65263,,367747,8802,
,6528,,367808,8803,
,6529,,368044,8813,
,6530,,368066,8818,
,6531,,368088,8818,
,6532,,368128,8821,
,6533,,369018,8824,
,6534,,373541,883,
,6535,,378774,8833,
,6536,,378794,8836,
,653689,,399679,8854,
,6538,,404783,8854,
,6539,,406165,8854.3,
,6540,,406166,8867,
,6541,,406170,8867,
,6542,,407764,8869,
,6543,,407765,8871,
,654364,,408206,8875,
,6546,,408212,8875,
,6547,,432367,8876,
,6548,,432392,8879,
,6549,,436582,8884,
,6550,,444984,8897,
,6553,,444985,8897,
,6554,,493909,8897.3,
,6556,,494342,8908,
,6557,,494499,8942,
,6558,,494500,8972,
,6559,,497009,8974,
,6560,,497039,8985,
,6561,,497197,89869,
,6563,,497756,89874,
,6564,,497757,8992,
,6565,,497778,9016,
,6566,,497811,9016,
,6567,,497840,90161,
,6568,,497921,90161,
,6569,,497931,9023,
,6570,,497963,90423,
,6571,,497978,9056,
,6572,,498012,9057,
,6573,,498034,9058,
,6574,,498109,9060,
,6575,,498130,9061,
,6576,,498185,90701,
,6578,,498251,9091,
,6579,,498272,9091,
,6580,,498299,9114,
,6581,,498332,9123,
,6582,,498486,91373,
,6583,,498489,9152,
,6584,,498728,9153,
,65985,,498741,9154,
,66002,,498757,9154,
,66035,,498805,9162,
,6609,,498885,9167,
,661,,498890,91703,
,6610,,498940,91734,
,6611,,499084,9187,
,6646,,499174,9194,
,6647,,499210,9197,
,6648,,499314,9227,
,6649,,499328,9245,
,6652,,499330,92483,
,6675,,499335,92579,
,6677,,499566,92745,
,669,,499570,9296,
,6697,,499658,93010,
,6713,,499689,93034,
,6715,,499751,93034,
,6716,,499913,93183,
,6718,,499956,9334,
,6723,,499973,9348,
,6748,,499985,9377,
,6770,,500052,9380,
,6783,,500257,9388,
,6785,,500323,9394,
,6799,,500368,94005,
,6817,,500536,9415,
,6818,,500709,9420,
,6819,,500820,9435,
,6820,,501072,9453,
,6821,,501103,9468,
,6822,,501110,9469,
,683,,501157,9481,
,686,,501167,9487,
,6880,,501194,9488,
,6888,,501515,9489,
,6897,,501620,9497,
,6898,,501925,9498,
,6916,,502017,95,
,6999,,502348,9514,
,7047,,502374,9517,
,7051,,502749,952,
,7052,,502782,953,
,7053,,502894,9536,
,7054,,503122,9536,
,7064,,503446,954,
,7083,,503568,954,
,7084,,50549,955,
,7086,,50551,9550,
,7108,,50555,9551,
,7166,,50557,9551,
,7167,,50558,9551.3,
,7172,,50559,956,
,7173,,50560,9563,
,7177,,50567,957,
,7226,,50572,9583,
,7263,,50621,9615,
,7264,,50622,9651,
,728441,,50655,9653,
,728637,,50671,97,
,729020,,50676,97,
,729359,,50681,978,
,7296,,50682,9789,
,7298,,50687,9791,
,7299,,50690,98,
,7306,,50719,9807,
,7350,,541589,9807,
,7351,,54223,9869,
,7352,,54231,9942,
,7355,,54232,9945,
,7357,,54233,9951,
,7358,,54242,9952,
,7360,,54246,9953,
,7363,,54248,9954,
,7364,,54259,9955,
,7367,,54260,9956,
,7368,,54271,9957,
,7371,,54282,9962,
,7372,,54283,9962,
,7378,,54300,9963,
,7386,,54301,9963,
,7389,,54302,9990,
,7390,,54314,,
,7407,,54315,,
,7453,,54322,,
,747,,54349,,
,7498,,54398,,
,752014,,54410,,
,755,,54705,,
,759,,554172,,
,760,,56083,,
,761,,56266,,
,762,,56780,,
,763,,56814,,
,765,,56819,,
,766,,56823,,
,767,,57300,,
,768,,58813,,
,771,,58819,,
,7779,,58835,,
,7837,,58857,,
,7841,,58924,,
,7862,,58962,,
,788,,58964,,
,790,,58970,,
,79001,,58976,,
,79017,,58978,,
,79053,,58980,,
,79071,,59085,,
,79077,,59103,,
,79087,,59113,,
,7915,,59268,,
,79158,,59294,,
,79159,,59320,,
,79178,,60327,,
,7922,,60335,,
,7923,,60356,,
,79369,,60384,,
,7941,,60398,,
,79411,,60416,,
,79567,,60418,,
,79586,,60422,,
,79587,,60423,,
,79595,,60431,,
,79603,,60571,,
,79611,,60576,,
,79644,,60577,,
,79646,,60581,,
,79660,,60666,,
,79668,,60670,,
,79670,,60671,,
,79672,,613267,,
,79691,,619549,,
,79707,,619580,,
,79709,,63864,,
,79717,,63888,,
,79731,,63938,,
,79751,,63997,,
,79796,,64016,,
,79814,,64018,,
,79837,,64032,,
,79868,,64035,,
,79888,,64037,,
,79896,,64040,,
,79901,,64043,,
,79903,,64045,,
,79944,,64047,,
,79947,,64076,,
,79948,,641316,,
,79966,,64133,,
,79993,,64134,,
,80024,,641434,,
,80025,,64157,,
,80055,,64161,,
,801,,64189,,
,80142,,64191,,
,80146,,64192,,
,80150,,64201,,
,80155,,64203,,
,80162,,64206,,
,80168,,64300,,
,80201,,64304,,
,80222,,64305,,
,80235,,64313,,
,80270,,64317,,
,80271,,64352,,
,8029,,64369,,
,80308,,64392,,
,80324,,64442,,
,80339,,64445,,
,8034,,64461,,
,80347,,64467,,
,80351,,64468,,
,805,,64473,,
,8061,,64474,,
,80704,,64475,,
,80724,,64508,,
,80736,,64511,,
,80765,,64517,,
,808,,64519,,
,80864,,64522,,
,80896,,64524,,
,81031,,64526,,
,8140,,64532,,
,81490,,64533,,
,81537,,64537,,
,81539,,64544,,
,81579,,64554,,
,81616,,64561,,
,81627,,64564,,
,8170,,64621,,
,81849,,64669,,
,81855,,64677,,
,81888,,64679,,
,81890,,64701,,
,81894,,64822,,
,825,,64828,,
,8260,,64831,,
,8277,,64845,,
,8288,,64846,,
,8309,,65029,,
,8310,,65030,,
,833,,65036,,
,83401,,65038,,
,83440,,65042,,
,83549,,65044,,
,83594,,65052,,
,83666,,65054,,
,83697,,65133,,
,8372,,65135,,
,83733,,65152,,
,8382,,65155,,
,83875,,65156,,
,83884,,65162,,
,8394,,65166,,
,8395,,65183,,
,8396,,65192,,
,8398,,65194,,
,8399,,65197,,
,84002,,65200,,
,8402,,65202,,
,84076,,65207,,
,84102,,65210,,
,84105,,65262,,
,84126,,65270,,
,84129,,65271,,
,84172,,65278,,
,84188,,654441,,
,8424,,65984,,
,84245,,66012,,
,84264,,66020,,
,84265,,66029,,
,84274,,664630,,
,84284,,678739,,
,84343,,679091,,
,8435,,679520,,
,8443,,679532,,
,8446,,679713,,
,84513,,679784,,
,84532,,679990,,
,84569,,680021,,
,8459,,680115,,
,8460,,680248,,
,84618,,680308,,
,84620,,680409,,
,84647,,680466,,
,84649,,680668,,
,84679,,680782,,
,84693,,681086,,
,847,,681211,,
,84701,,681319,,
,84706,,681337,,
,84720,,681361,,
,84735,,681817,,
,84779,,681896,,
,84803,,681913,,
,84812,,682934,,
,84814,,682967,,
,84875,,682974,,
,84881,,683007,,
,84889,,683570,,
,84890,,683630,,
,84912,,683713,,
,84920,,684055,,
,84992,,684314,,
,85007,,684425,,
,8501,,684536,,
,8509,,684979,,
,8513,,685076,,
,8525,,685232,,
,8526,,685245,,
,8527,,685325,,
,8528,,685465,,
,8529,,685579,,
,85320,,685679,,
,8534,,685695,,
,85365,,685729,,
,85366,,685750,,
,8540,,685758,,
,85413,,685999,,
,85465,,686081,,
,8560,,686596,,
,8564,,687008,,
,8565,,687071,,
,8566,,687266,,
,8574,,687403,,
,8604,,687758,,
,8605,,687808,,
,8608,,687861,,
,8611,,688283,,
,8612,,688286,,
,8613,,688293,,
,8630,,688517,,
,8634,,688606,,
,8637,,688673,,
,8639,,688698,,
,8644,,688705,,
,8647,,688778,,
,8654,,688811,,
,8658,,688862,,
,8659,,688869,,
,8671,,688903,,
,8681,,689035,,
,8692,,689271,,
,8694,,689374,,
,8702,,689754,,
,8703,,689872,,
,8704,,690050,,
,8705,,690163,,
,8706,,690212,,
,8707,,690214,,
,8708,,690254,,
,8714,,690388,,
,87178,,690441,,
,873,,690606,,
,8731,,690654,,
,8732,,690945,,
,8733,,690953,,
,874,,690966,,
,875,,690987,,
,8760,,691002,,
,8776,,691172,,
,87769,,691209,,
,8789,,691221,,
,8790,,691394,,
,8800,,691810,,
,8801,,691853,,
,8802,,691905,,
,8803,,691907,,
,8813,,691920,,
,8818,,691922,,
,8821,,691932,,
,8824,,727679,,
,883,,751787,,
,8833,,78947,,
,8836,,78959,,
,8854,,79107,,
,8867,,79111,,
,8869,,79112,,
,8871,,79122,,
,8875,,791259,,
,8876,,79127,,
,8877,,79131,,
,8879,,79212,,
,8884,,79213,,
,8898,,79223,,
,8908,,79238,,
,8942,,79239,,
,8972,,79242,,
,8974,,79243,,
,8985,,79244,,
,89869,,79250,,
,89872,,79251,,
,89874,,79451,,
,8992,,80841,,
,8993,,80848,,
,9,,80849,,
,9016,,80878,,
,90161,,80900,,
,9023,,81506,,
,90423,,81508,,
,9056,,81519,,
,9057,,81522,,
,9058,,81530,,
,9060,,81536,,
,9061,,81632,,
,90627,,81636,,
,90701,,81639,,
,90809,,81640,,
,9091,,81641,,
,91012,,81643,,
,9104,,81654,,
,9107,,81656,,
,9108,,81660,,
,9114,,81670,,
,91179,,81675,,
,9120,,81676,,
,9121,,81677,,
,9122,,81681,,
,91227,,81683,,
,9123,,81708,,
,91373,,81718,,
,9152,,81726,,
,9153,,81727,,
,9154,,81747,,
,9162,,81759,,
,91703,,81760,,
,91734,,81761,,
,91807,,81782,,
,9187,,81805,,
,9194,,81821,,
,9197,,81826,,
,9200,,81829,,
,92086,,81869,,
,9217,,81919,,
,9218,,81924,,
,9227,,81925,,
,92292,,83466,,
,92370,,83470,,
,9245,,83471,,
,92483,,83472,,
,9249,,83500,,
,92579,,83503,,
,92745,,83504,,
,9276,,83505,,
,92935,,83509,,
,9296,,83511,,
,93010,,83512,,
,93034,,83522,,
,93100,,83523,,
,93183,,83534,,
,9333,,83537,,
,9334,,83569,,
,9348,,83572,,
,93492,,83578,,
,9356,,83581,,
,9365,,83582,,
,93650,,83585,,
,9374,,83612,,
,9376,,83626,,
,9377,,83629,,
,9380,,83688,,
,9388,,83782,,
,9394,,83783,,
,9397,,83784,,
,93979,,83791,,
,94005,,83792,,
,94033,,83808,,
,9415,,83817,,
,9420,,83842,,
,9435,,84012,,
,9446,,84013,,
,9453,,84018,,
,9468,,84024,,
,9469,,84028,,
,948,,84029,,
,9481,,84050,,
,9487,,84114,,
,9488,,84350,,
,9489,,84387,,
,949,,84395,,
,9497,,84396,,
,9498,,84406,,
,95,,84420,,
,9514,,84430,,
,9517,,84431,,
,952,,84468,,
,9520,,84470,,
,9524,,84481,,
,953,,84484,,
,9533,,84487,,
,9536,,84493,,
,954,,84497,,
,955,,84511,,
,9550,,84550,,
,9551,,84551,,
,956,,84575,,
,9562,,84596,,
,9563,,84597,,
,957,,84683,,
,9577,,85238,,
,9583,,85239,,
,9588,,85240,,
,9601,,85241,,
,9615,,85242,,
,9619,,85243,,
,9653,,85249,,
,9663,,85254,,
,9677,,85255,,
,97,,85256,,
,9754,,85260,,
,978,,85262,,
,9789,,85263,,
,9791,,85264,,
,98,,85267,,
,9807,,85269,,
,9843,,85333,,
,9856,,85421,,
,9890,,85426,,
,9896,,85472,,
,9914,,85496,,
,9917,,89776,,
,9942,,89784,,
,9945,,89789,,
,9951,,89812,,
,9953,,89813,,
,9955,,89824,,
,9956,,89826,,
,9957,,89833,,
,9962,,89841,,
,9963,,94167,,
,9990,,94170,,
,,,94172,,
,,,94173,,
,,,94194,,
,,,94199,,
,,,94267,,
,,,94271,,
,,,94273,,
,,,94338,,
,,,94340,,
